,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,0.8846679770249495,0.038437717750955724,0.8332937472175942,0.07607496364993405,0.2973521801569705,0.29906576712245025,0.1297428976487489,0.9649535190120493,0.03966906676011983,0.564747805240704,0.03778951516259299,0.01980205036108529,0.8506181960240626,0.7343633097389614,0.437265578214597,0.4132268386202472,0.6704018340517602,0.3761444475896538,0.20753171034009865,0.3737967856096288,0.07384168913050448,0.8683582038398316,0.05952057444220982,0.9363220114173776,0.6927282584416605,0.9584385468349151,0.0025784427746238237,0.6111485976351603,0.3836592824085139,0.5841872525188407
1,0.7092045146692842,0.22044693379968316,0.03864347561360193,0.43005203026261496,0.9836315609462873,0.02547609187462785,0.708334530275633,0.10626897715441552,0.0795512248482616,0.7552066339748287,0.9020988592557853,0.7087522256058171,0.3906005516186468,0.25203133456342597,0.575002706348844,0.20384167399960984,0.52050512067456,0.8207164595841018,0.884816995897521,0.23207446255784658,0.5796482129916791,0.6943768245315274,0.7783388747123772,0.34410847902922426,0.03931993911737641,0.46090860111820986,0.9110226512903457,0.7368639244037082,0.4208973201119688,0.24908900165828018
2,0.568927538359328,0.8593311262711932,0.6588564458793641,0.7534999246938209,0.02055414346908191,0.46872537233237144,0.7750195629759289,0.2600135854419531,0.27361429961512096,0.18966913817503894,0.9199900883886815,0.29806117714559954,0.16589631436202312,0.7497624430450657,0.24137270101205022,0.9970787586528763,0.8493235382929065,0.5539085453102969,0.5341991804047898,0.6969462493158576,0.22651179014323342,0.4521670567962587,0.17191593311177333,0.480281427074123,0.9760401118001377,0.8373346383628387,0.5785054216627153,0.5244920954239687,0.8094795177811482,0.9015731605502232
3,0.7892155716677302,0.7806564585174687,0.3438237343070706,0.812621557772143,0.7165988418940281,0.9956538932229654,0.052840973868041874,0.7428125004055601,0.9831161320734786,0.2826368669796041,0.9767493377272948,0.30905870232032695,0.9818660406922887,0.6188293018344374,0.18397519354195302,0.6826188236923126,0.404773383881296,0.7203946639667689,0.8710668554838105,0.6108484456684414,0.9371473943420523,0.05701979726601947,0.3744012538572077,0.8448763685524107,0.141292667088728,0.5063172941779088,0.7161408658689036,0.6133074596632265,0.8596732314662906,0.3955181887312441
4,0.5937357876793702,0.017798929419762133,0.40261922917547743,0.16728291973724896,0.9182229152212895,0.32170049948769064,0.7935437727996314,0.5471497409340909,0.3123618072206329,0.1773858167835417,0.7244615208039398,0.6088114805920468,0.7595462055109419,0.2663257394998778,0.16217940941404707,0.18257727432245752,0.8674273576148805,0.07323891627048762,0.19729095138060304,0.909454824057674,0.8668334742300232,0.7016583668736585,0.7238354038581278,0.01882115442041854,0.6002606325302461,0.9754320184729193,0.6113990068088665,0.8762847279202146,0.7709362427160492,0.6865497769675402
5,0.6912178300153425,0.9857701503726785,0.4029001854874764,0.1345330725424556,0.9897822836799631,0.1294591045158835,0.24842969429729123,0.8470594089981275,0.8991413613539937,0.43909010760072364,0.4930323220816427,0.13908171457927854,0.1825818061146247,0.618916368952097,0.1731814953602686,0.6776152056416681,0.6031428599725603,0.6780362270243327,0.8088663146761973,0.6007981149320962,0.5050519031956276,0.2642308439912654,0.7027792872821733,0.18911166779801014,0.11043681327022192,0.5888813773578586,0.8691767074985052,0.1502492036546963,0.10808950477142609,0.32951936676489824
6,0.24530490576691455,0.13582283534867878,0.5035473562166546,0.5197468525425288,0.6728356710663042,0.38823114344738985,0.20037821953512092,0.9450242908858565,0.9287719780740701,0.9569651252277691,0.102181561594469,0.3989640099664564,0.6971647374768125,0.9061863236349605,0.07165877679891497,0.8579251687229983,0.2370708519975696,0.8709151569261848,0.8494155993528502,0.14066004292068934,0.17809322202556488,0.7296927808638106,0.5393585774263985,0.10666758672550025,0.9693712187987293,0.2077777458077913,0.20804937230887977,0.32766510824202144,0.7509134822234518,0.1769233761927621
7,0.668772286609879,0.05555551158108918,0.18806367540256796,0.2917295644046556,0.5913630635934943,0.5976076110476162,0.016432878940238704,0.4945086015081085,0.39497763586050727,0.15950570764015048,0.39597489275697795,0.6480192867006238,0.6948849481830917,0.6415863947477936,0.2903524188684562,0.7908099853337671,0.594240966230571,0.6330741999842648,0.8822163831041779,0.24415953589810369,0.43622881907493527,0.12045361812137745,0.7441740684901457,0.49108034997943395,0.023522334576983273,0.019399220821443408,0.43493474216121797,0.1725433000747515,0.43846146402245934,0.017112769685869278
8,0.39389914292977,0.3665433791209236,0.1196771361635014,0.2648969608796522,0.985168842419133,0.03271679788193549,0.5222123948617664,0.18576136805151855,0.07033690320321728,0.5300642601171475,0.010238779013708954,0.36246085022446306,0.8754168071556301,0.2509850744989447,0.7885010948848998,0.07260076075577038,0.22422229803762816,0.3892719012453212,0.2617090853294063,0.940430296153731,0.8783939838806226,0.9218273855242708,0.30116613299392914,0.1194055222860898,0.35226844924070755,0.8932291705051192,0.6508546536628221,0.02857026609833102,0.9437756424772592,0.750669323911688
9,0.2822967517444399,0.9605192939390331,0.46769293655822763,0.8333792484738375,0.9451662197532295,0.8021122754917834,0.013330571126198398,0.9206056426805833,0.5449128809271231,0.20607168054366087,0.2908832438750363,0.33459774590182834,0.9517257396575479,0.10329795415490828,0.08865316550161839,0.7605914851156613,0.23178475409846755,0.9291278938848612,0.997221743795804,0.10500052725028386,0.4628306133894642,0.07323064834863735,0.7181274407940464,0.6082500797397676,0.37863244856721345,0.6126584941440532,0.9678548110134201,0.8145470482220671,0.7230674752601739,0.2849417808099983
